Stationcode,Locations,Lat,Lon,Capitalcity,State,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class,Unnamed: 15
2961,"WELL OF SH MNAGAL CHAND MEENA, MANPUR MACHERI, JAIPUR",27.1981016,75.881486,Jaipur,RAJASTHAN,30.5,8.4,8.4,1285,2.73,4,9,0.57,no,
2962,"WELL OF SH MOOL CHAND RAIGER, MANPUR MACHERI, JAIPUR",27.1981016,75.881486,Jaipur,RAJASTHAN,31.0,8.1,8.1,735,1.01,3,7,0.5,no,
2963,"WELL OF RIICO AT LEATHER COMPLEX, MANPUR MACHERI, JAIPUR",27.1981016,75.881486,Jaipur,RAJASTHAN,30.5,8.1,8.1,585,1.38,4,6,0.46,no,
2964,"WELL AT INDIA PUBLIC SCHOOL, MANPUR MACHERI, JAIPUR",27.1981016,75.881486,Jaipur,RAJASTHAN,30.0,8.0,8.0,725,0.64,4,6,0.51,yes,
2965,"SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI RIVER BRIDGE, PALI BYE PASS ROAD, PALI",25.7577094,73.3486765,Jaipur,RAJASTHAN,24.0,8.0,8.0,11650,0.91,6,1205,1.42,yes,
2966,"SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD, PALI",26.220405,26.220405,Jaipur,RAJASTHAN,26.5,8.3,8.3,2820,0.76,4,11,1.31,no,
2967,"SH. POL SINGH PUROHIT, VILLAGE PUNAYATA, PALI",25.7698722,73.3104419,Jaipur,RAJASTHAN,26.0,8.1,8.1,8850,0.45,8,21,1.21,no,
2968,"SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI",25.7574511,73.2780103,Jaipur,RAJASTHAN,27.0,8.3,8.3,7900,0.58,6,110,2.96,no,
2969,"M/S SPECIALTY SILICA LTD., MIA ALWAR AGRO FOOD PARK, ALWAR",27.4988735,76.7020164,Jaipur,RAJASTHAN,32.0,7.2,7.2,880,0.78,4,14,0.4,yes,
2970,"RIICO TUBE WELL, RIA, BEHROR",28.0,76.0,Jaipur,RAJASTHAN,30.7,7.6,7.6,1627,0.22,3,4,0.92,yes,
2971,"RIICO TUBE WELL, RIA, NEEMRANA ",27.8786827,76.281181,Jaipur,RAJASTHAN,31.5,7.3,7.3,1770,0.26,3,5,0.88,yes,
2972,"RIICO TUBE WELL, RIA, SOTANALA",27.8867159,76.2833915,Jaipur,RAJASTHAN,30.0,8.1,8.1,2400,0.3,3,4,1.1,no,
2973,"RIICO TUBE WELL, RIA, SHAHJAHANPUR",27.883744,79.912245,Jaipur,RAJASTHAN,30.0,7.3,7.3,3280,0.24,3,7,0.81,yes,
2974,"VILLAGE AGYARA, TEHSIL- RAMGARH, ALWAR",27.5682014,76.6057707,Jaipur,RAJASTHAN,29.0,7.6,7.6,860,0.32,4,5,1.13,yes,
2975,"VILLAGE BAGER MEO, TEHSIL- RAMGARH, ALWAR ",27.52657,76.75096,Jaipur,RAJASTHAN,28.5,7.3,7.3,2530,0.15,4,5,1.06,yes,
2976,"SUJAN GANGA, BHARATPUR",27.2183143,77.4933194,Jaipur,RAJASTHAN,26.0,7.7,7.7,5400,0.46,4,14,0.96,yes,
2977,"WELL OF RAM CHANDRA DEWRA, VILLAGE- SANGARIA, JODHPUR ",26.1981113,73.0047082,Jaipur,RAJASTHAN,24.1,7.7,7.7,18300,0.38,4,11,2.12,yes,
2982,"WELL OF BIRMA RAM PATEL, SALAWAS, JODHPUR ",26.1298634,72.9992012,Jaipur,RAJASTHAN,21.6,7.7,7.7,7200,0.35,4,12,1.56,yes,
2985,"WELL OF GIRDHARI RAM MEGHWAL, VILLAGE- NANDWAN, JODHPUR",26.1187737,72.9785352,Jaipur,RAJASTHAN,21.9,7.3,7.3,14200,0.22,4,11,1.05,yes,
2986,"TUBE WELL OF GIRDHARI LAL, BHITUJA ",25.8136638,72.2896708,Jaipur,RAJASTHAN,28.5,7.7,7.7,10100,0.22,4,15,1.36,yes,
2987,"CWR OF PHED, BHITUJA ",25.8136638,72.2896708,Jaipur,RAJASTHAN,28.5,7.4,7.4,8150,0.26,4,79,1.34,yes,
2988,"WELL OF PEMA RAM MALI, BHITUJA ",25.8136638,72.2896708,Jaipur,RAJASTHAN,27.5,6.7,6.7,9600,0.22,6,112,1.31,yes,
2989,"WELL OF BABULAL UKKAD JI MALI, SAKARNA BERA, BALOTRA, , JODHPUR ",26.235353,73.009632,Jaipur,RAJASTHAN,28.5,7.6,7.6,13200,0.08,3,6,1.48,yes,
2990,"WELL OF BHIKSINGH S/O AMAR SINGH PUROHIT, SAKARNA BERA, BALOTRA, JODHPUR ",26.235353,73.009632,Jaipur,RAJASTHAN,28.5,7.4,7.4,9450,0.16,4,21,1.26,yes,
2991,"WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA, JODHPUR ",26.235353,73.009632,Jaipur,RAJASTHAN,28.0,7.7,7.7,11650,0.19,6,17,1.4,yes,
2993,"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI, BALOTRA",26.235353,73.009632,Jaipur,RAJASTHAN,27.0,7.4,7.4,21500,0.08,4,15,1.48,yes,
2997,"TUBE WELL OF M/S P. PARIHAR IDUSTRIES, JASOL ",25.8146939,72.206768,Jaipur,RAJASTHAN,28.0,7.4,7.4,2300,0.08,4,10,1.3,yes,
3000,"BORE WELL SH. UMESH KUMAR S/O SH. HORIDWARI RAM 3A-16 UIT, BHUTIJA ",25.8146939,72.206768,Jaipur,RAJASTHAN,29.0,8.2,8.2,3200,0.15,3,4,0.4,no,
3001,"BORE WELL  SH. BHRAM JEET SERVICE STATION, BHIWADI ",28.2088218,76.8445999,Jaipur,RAJASTHAN,28.5,7.7,7.7,1810,0.14,4,9,0.92,yes,
3002,"BORE WELL M/S R.C. PALACE HOTEL, BHIWADI",28.2088218,76.8445999,Jaipur,RAJASTHAN,28.5,8.2,8.2,930,4.69,3,4,1.04,no,
3004,"BORE WELL OF M/S MODERN PUBLIC SCHOOL, BHIWADI",28.2088218,76.8445999,Jaipur,RAJASTHAN,30.0,8.5,8.5,1015,1.03,3,6,0.64,no,
3006,"HAND PUMP NEAR NEVTA TIRAHA, NEVTA DAM, SANGANER, JAIPUR",26.8061453,75.7669261,Jaipur,RAJASTHAN,27.5,8.4,8.4,1505,0.53,3,4,1.41,no,
2477,NEAR ARYA KANYA INTER COLLEGE. JALAUN,26.1270922,79.4703885,Lucknow,UTTAR PRADESH,20.8,7.8,7.8,1300,0.39,,,,yes,
1736,GW QUALITY STATION CAPTANGANJ,26.9270041,83.7137222,Lucknow,UTTAR PRADESH,25.5,6.9,6.9,1074,,50,140,,yes,
1737,GW QUALITY STATION CAPTANGANJ,26.9270041,83.7137222,Lucknow,UTTAR PRADESH,24.5,6.9,6.9,892,3.85,25,60,,yes,
1738,"SITE 1, INDUSTRIAL AREA NEAR M/S WOODWARM CHEMICAL LTD., UNNAO",26.539345,80.48782,Lucknow,UTTAR PRADESH,,7.5,7.5,989,3.77,2,2,1.6,yes,
1739,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS, UNNAO,U.P",26.539345,80.48782,Lucknow,UTTAR PRADESH,,7.1,7.1,3163,5.5,2,2701,1.8,yes,
1740,"AT ROADWAYS BUS STATION, UNNAO",26.539345,80.48782,Lucknow,UTTAR PRADESH,,7.2,7.2,2605,10.3,2,1751,2.45,yes,
1741,"MAGAWARA INDUSTRIAL AREA NEAR M/S JAMJAM TANNERS, UNNAO, U.P",26.539345,80.48782,Lucknow,UTTAR PRADESH,,7.4,7.4,1018,12.6,2,2,2.1,yes,
1742,CHINHAT INDL AREA IN LUCKNOW NEAR M/S INDIA PESTICIDES LUCKNOW,26.913917,81.068604,Lucknow,UTTAR PRADESH,,7.8,7.8,778,4.6,2,2,,yes,
1744,JAJMAU INDL AREA No. 6 KANPUR,26.449923,80.331874,Lucknow,UTTAR PRADESH,27.0,7.8,7.8,796,2.85,,20,2.95,yes,
1745,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",26.449923,80.331874,Lucknow,UTTAR PRADESH,27.0,6.9,6.9,548,34.5,,,1.22,yes,
1746,"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",26.264776,82.072706,Lucknow,UTTAR PRADESH,22.5,7.8,7.8,860,8.66,,,1.48,yes,
1747,INDIA MARKA HAND PUMP IN SAROWNI BLOCK AT RAIBAREILLY,,,Lucknow,UTTAR PRADESH,23.0,7.9,7.9,905,0.23,,10,1.88,yes,
1751,"TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA,MORADABAD, U.P",28.838648,78.773329,Lucknow,UTTAR PRADESH,26.9,7.5,7.5,244,0.0,,325,,yes,
1752,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",28.669156,77.453758,Lucknow,UTTAR PRADESH,21.0,7.3,7.3,1647,0.0,,4,0.68,yes,
1753,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD, U.P",28.669156,77.453758,Lucknow,UTTAR PRADESH,21.0,6.9,6.9,1145,2.77,,,0.82,yes,
1754,"HAPUR ROAD INDUSTRIAL AREA  GHAZIABAD, U.P",28.669156,77.453758,Lucknow,UTTAR PRADESH,21.4,7.4,7.4,544,1.29,,,0.64,yes,
1755,"PILKHUA INDUSTRIAL AREA GHAZIABAD, U.P",28.669156,77.453758,Lucknow,UTTAR PRADESH,21.0,7.4,7.4,847,0.08,,,0.6,yes,
1756,"GOPIGANJ INDUSTRIAL AREA BHADOHI, VARANASI, U.P",25.317645,82.973914,Lucknow,UTTAR PRADESH,27.2,7.2,7.2,304,1.74,,,,yes,
1757,"MIRZAPUR INDUSTRIAL AREA, U.P",25.133699,82.564434,Lucknow,UTTAR PRADESH,26.6,6.6,6.6,1129,0.0,,,0.66,yes,
1758,"GROUND AROUND STP DINAPUR,VARANASI, U.P",25.317645,82.973914,Lucknow,UTTAR PRADESH,27.0,7.0,7.0,308,5.88,,,,yes,
1759,"IFFCO, PHOOLPUR,ALLAHABAD, U.P",25.435801,81.846311,Lucknow,UTTAR PRADESH,27.0,6.9,6.9,898,0.0,,,0.47,yes,
1760,"M/S KANORIA CHEMICAL SONBHADRA, U.P",24.457024,82.993161,Lucknow,UTTAR PRADESH,26.6,6.4,6.4,1043,3.78,,,0.27,no,
1761,"TUBE WELL-SINGRAULI INDL AREA, U.P",24.048341,82.630787,Lucknow,UTTAR PRADESH,26.6,7.0,7.0,938,23.46,,,0.3,yes,
2467,"CHANDPUR INDUSTRIAL AREA, LAHARTARA, VARANASI",25.316335,82.973006,Lucknow,UTTAR PRADESH,27.8,7.2,7.2,288,0.35,,,,yes,
2468,"BHADOHI INDUSTRIAL AREA, DEVELOPMENT AUTHORITY, SANT RAVIDAS NAGAR",25.326373,82.43194,Lucknow,UTTAR PRADESH,27.5,7.1,7.1,312,0.0,,,,yes,
2469,"AT INDUSTRIAL AREA. NAINI, ALLAHABAD",25.379194,81.877067,Lucknow,UTTAR PRADESH,26.75,6.8,6.8,1207,0.0,,,0.36,yes,
2470,"AT INDUSTRIAL AREA, FATEHPUR",25.849981,80.89865,Lucknow,UTTAR PRADESH,27.0,7.2,7.2,1330,6.33,,,0.42,yes,
2471,"GORAKHPUR INDUSTRIAL DEVELOPMENT AUTHORITY AREA (GIDA), GORAKHPUR",29.443817,75.670265,Lucknow,UTTAR PRADESH,24.5,8.0,8.0,438,3.24,40,90,,yes,
2474,UNCHAHAAR (NEAR THERMAL POWER PLANT),25.90407,81.301428,Lucknow,UTTAR PRADESH,23.0,7.8,7.8,883,0.28,,,1.15,yes,
2475,"INDL AREA, SULTANPUR ROAD",23.519544,90.989936,Lucknow,UTTAR PRADESH,23.0,8.1,8.1,780,0.37,,,1.17,no,
2478,"DEVA ROAD, INDUSTRIAL AREA, CHAINHAT, LKO NEAR UPTRON POLICE CHOWKI, LUCKNOW",26.873347,80.894278,Lucknow,UTTAR PRADESH,,7.7,7.7,452,,1.8,1.8,,yes,
2479,"NEAR M/S KUMAR INTER NATIONAL LAKDI FAZALPUR, DELHI RD, MORADABAD",28.838648,78.773329,Lucknow,UTTAR PRADESH,25.25,7.4,7.4,225,5.8,,320,,yes,
1748,"HANDPUMP IN VILLAGE DAMAUDA AT KASHIPUR NEAR M/S INDIA GLYCOLES LTD., U.P",28.539957,77.343996,Lucknow,UTTAR PRADESH,23.0,7.3,7.3,375,0.24,,,,yes,
1644,"JAGATPUR INDUSTRIAL AREA, CUTTACK ORISSA",20.462521,85.88299,Bhubaneswar,ORISSA ,30.0,7.9,7.9,581,5.51,2,3,0.11,yes,
1645,"MADHUPATNA- KALYAN NAGAR AREA, CUTTACK, ORISSA",20.462521,85.88299,Bhubaneswar,ORISSA ,27.5,7.4,7.4,469,5.26,2,2,0.05,yes,
1646,"BIDANASHI - TULASIPUR AREA, CUTTACK, ORISSA",20.462521,85.88299,Bhubaneswar,ORISSA ,28.0,8.0,8.0,120,0.4,2,2,0.07,yes,
1647,"BADAMBARI AREA, CUTTACK,  ORISSA",20.462521,85.88299,Bhubaneswar,ORISSA ,27.5,7.3,7.3,279,0.48,2,2,0.12,yes,
1648,"RANIHAT- MANGALABAGH AREA, CUTTACK, ORISSA",20.462521,85.88299,Bhubaneswar,ORISSA ,28.5,8.1,8.1,312,5.86,2,3,0.18,no,
1649,"KHANDAGIRI AREA, BHUBANESWAR, ORISSA",20.296059,85.82454,Bhubaneswar,ORISSA ,29.0,5.8,5.8,288,5.9,2,2,0.31,no,
1650,"CAPITAL HOSPITAL AREA, BHUBANESWAR, ORISSA",20.296059,85.82454,Bhubaneswar,ORISSA ,28.5,6.3,6.3,272,2.69,2,2,0.2,no,
1651,"OLD TOWN- SAMANTARAAIPUR AREA,  BHUBANESWAR,ORISSA",20.296059,85.82454,Bhubaneswar,ORISSA ,31.0,7.1,7.1,259,1.0,4,5,0.26,yes,
1652,"KALPNA - LAXMINAGAR AREA,  BHUBANESWAR, ORISSA",20.296059,85.82454,Bhubaneswar,ORISSA ,28.5,6.1,6.1,373,1.58,2,3,0.23,no,
1654,"SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA,  BHUBANESWAR, ORISSA",20.296059,85.82454,Bhubaneswar,ORISSA ,28.0,6.6,6.6,183,5.41,2,3,0.2,yes,
1655,"NEAR SEA BEACH, PURI, ORISSA",19.813382,85.831465,Bhubaneswar,ORISSA ,28.0,7.6,7.6,1246,6.75,3,5,0.12,yes,
1656,"NEAR JAGANNATH TEMPLE, PURI, ORISSA",19.813382,85.831465,Bhubaneswar,ORISSA ,27.0,7.7,7.7,1396,11.84,17,33,0.13,yes,
1657,"HOSPITAL - BUSSTAND- MAUSHIMA TEMPLE AREA, PURI, ORISSA",19.811512,85.82758,Bhubaneswar,ORISSA ,29.5,7.5,7.5,999,10.31,2,4,0.15,yes,
1658,"NEAR RIVER KUSHABHADRA, PURI, ORISSA",19.813382,85.831465,Bhubaneswar,ORISSA ,30.0,7.8,7.8,573,0.85,2,2,0.07,yes,
1825,PATNA,25.594095,85.137565,Patna,BIHAR,23.0,7.2,7.2,3781,,,16,1.0,yes,
1826,PATNA,25.594095,85.137565,Patna,BIHAR,22.5,7.2,7.2,653,,,11,1.0,yes,
1827,PATNA,25.594095,85.137565,Patna,BIHAR,22.0,7.2,7.2,607,,,2,0.8,yes,
1828,PATNA,25.594095,85.137565,Patna,BIHAR,22.0,7.3,7.3,674,,,2,0.9,yes,
1829,PATNA,25.594095,85.137565,Patna,BIHAR,22.0,7.2,7.2,714,,,2,0.8,yes,
1830,MUZAFFARPUR,26.120888,85.36472,Patna,BIHAR,24.0,7.8,7.8,816,,,8,0.6,yes,
1831,MUZAFFARPUR,26.120888,85.36472,Patna,BIHAR,23.0,8.1,8.1,873,,,5,0.8,no,
1832,BEGUSARAI,25.416675,86.129379,Patna,BIHAR,25.5,7.8,7.8,952,,,18,0.4,yes,
1833,BEGUSARAI,25.416675,86.129379,Patna,BIHAR,25.5,7.7,7.7,915,,,17,0.6,yes,
1834,PURNEA,25.777139,87.475255,Patna,BIHAR,25.5,7.7,7.7,462,,,17,0.8,yes,
1835,PURNEA,25.777139,87.475255,Patna,BIHAR,25.8,7.7,7.7,356,,,12,0.8,yes,
1836,BEGUSARAI,25.416675,86.129379,Patna,BIHAR,23.0,8.0,8.0,-,,,21,,yes,
1837,BEGUSARAI,25.416675,86.129379,Patna,BIHAR,24.0,7.8,7.8,856,,,15,0.8,yes,
1838,MUNGER,25.374756,86.473525,Patna,BIHAR,24.0,7.7,7.7,637,,,12,0.9,yes,
1839,MUNGER,25.374756,86.473525,Patna,BIHAR,24.0,7.6,7.6,962,,,4,0.9,yes,
1840,MOTIHARI,26.655464,84.905151,Patna,BIHAR,23.5,7.9,7.9,511,,,10,0.8,yes,
1841,GAYA,24.803241,84.999707,Patna,BIHAR,23.0,8.2,8.2,1015,,,25,0.8,no,
1842,GAYA-,24.803241,84.999707,Patna,BIHAR,22.0,8.6,8.6,493,,,3,0.6,no,
1843,RAJGIR,25.032965,85.415206,Patna,BIHAR,22.0,8.1,8.1,524,,,14,0.9,no,
1844,CHAPRA,25.779565,84.749889,Patna,BIHAR,23.5,8.2,8.2,449,,,13,0.8,no,
2576,AURANGABAD,24.594476,84.099966,Patna,BIHAR,23.0,7.4,7.4,548,,,11,0.9,yes,
2577,ARRARIA,25.619123,85.182337,Patna,BIHAR,25.5,7.7,7.7,668,,,22,0.9,yes,
2578,BHOJPUR,25.603998,85.136441,Patna,BIHAR,23.5,8.1,8.1,574,,,6,1.0,no,
2579,WELL AT BUXAR,25.56121,83.981088,Patna,BIHAR,25.5,8.1,8.1,557,,,7.5,0.8,no,
2580,BHABHUA,25.172748,83.619453,Patna,BIHAR,23.0,7.2,7.2,795,,,11,0.8,yes,
2581,WELL-1 AT DARBHANGA,26.15477,85.907248,Patna,BIHAR,25.0,7.7,7.7,410,,,23,,yes,
2582,WELL-2 AT DARBHANGA,26.15477,85.907248,Patna,BIHAR,26.0,7.7,7.7,440,,,50,,yes,
2583,WELL-1 AT GOPALGANJ,26.464155,84.4429,Patna,BIHAR,22.5,8.6,8.6,532,,,9,0.8,no,
2584,WELL-2 AT GOPALGANJ,26.464155,84.4429,Patna,BIHAR,23.0,8.0,8.0,826,,,7,0.9,yes,
2585,JAHANABAD,25.213929,84.989555,Patna,BIHAR,24.3,7.9,7.9,581,,,12,0.8,yes,
2586,KATIHAR,25.547934,87.565149,Patna,BIHAR,28.0,7.5,7.5,672,,,17,0.9,yes,
2587,KHAGARIA,25.50615,86.467036,Patna,BIHAR,25.5,7.8,7.8,854,,,18,0.8,yes,
2588,KISHANGANJ,28.728485,77.786614,Patna,BIHAR,25.8,7.7,7.7,558,,,16,0.9,yes,
2589,MADHEPURA,25.908654,86.782973,Patna,BIHAR,27.0,7.7,7.7,940,,,17,0.8,yes,
2590,WELL AT MADHUBANI,25.610104,85.142815,Patna,BIHAR,25.0,7.5,7.5,572,,,14,,yes,
2591,WELL-1 AT NALANDA,25.617167,85.141345,Patna,BIHAR,22.0,8.2,8.2,705,,,17,0.6,no,
2592,WELL-2 AT NALANDA,25.617167,85.141345,Patna,BIHAR,22.0,7.4,7.4,730,,,11,0.6,yes,
2593,NAWADAH,25.485865,85.743591,Patna,BIHAR,23.5,7.2,7.2,900,,,10,0.8,yes,
2594,SAHARSA,25.603303,85.137137,Patna,BIHAR,27.3,7.7,7.7,686,,,19,0.4,yes,
2595,SAMASTIPUR,25.859883,85.78628,Patna,BIHAR,27.0,7.3,7.3,829,,,11,,yes,
2596,SITAMARHI,26.595248,85.480839,Patna,BIHAR,24.5,8.0,8.0,633,,,9.5,0.6,yes,
2597,SIWAM,25.61108,85.051206,Patna,BIHAR,24.0,7.7,7.7,533,,,14,0.9,yes,
2598,WELL-1 ROHTAS,25.1963,83.853929,Patna,BIHAR,23.0,8.0,8.0,409,,,7,0.6,yes,
2599,WELL-2 ROHTAS,25.1963,83.853929,Patna,BIHAR,23.0,7.5,7.5,924,,,8,0.8,yes,
2600,VAISHALI,26.003818,85.081783,Patna,BIHAR,25.5,7.8,7.8,836,,,8,0.6,yes,
1766,"MINE PIT WATER ASSANSOL, WEST BENGAL",23.673945,86.952395,Kolkata,WEST BENGAL,29.75,7.9,7.9,730,10.17,13,23,0.51,yes,
1767,"DURGAPUR TOWN,NEAR IISCO, BURDWAN, WEST BENGAL",23.232421,87.861479,Kolkata,WEST BENGAL,31.25,7.5,7.5,957,0.29,,,0.4,yes,
1768,"DURGAPUR TOWN, BURDWAN, WEST BENGAL",23.232421,87.861479,Kolkata,WEST BENGAL,31.5,6.6,6.6,1187,0.41,,,0.33,yes,
1769,"INSIDE HINDUSTAN LIVER FACTORY, HALDIA, WEST BENGAL",22.066674,88.069812,Kolkata,WEST BENGAL,32.0,7.9,7.9,1454,3.09,,,0.31,yes,
1770,"NEAR IOC REFINERY HALDIA, WEST BENGAL",22.066674,88.069812,Kolkata,WEST BENGAL,31.0,7.9,7.9,2090,0.15,,,0.3,yes,
1771,"KALYANI INDUSTRIAL AREA, NADIA, WEST BENGAL",23.470966,88.556531,Kolkata,WEST BENGAL,28.0,7.4,7.4,636,0.18,,,0.07,yes,
1772,"BARSAT MUNICIPALITY NORTH 24-P, WEST BENGAL",22.61681,88.402895,Kolkata,WEST BENGAL,28.0,7.2,7.2,992,0.14,,,0.03,yes,
1773,"TANGRA, CALCUTTA ,WEST BENGAL",22.557717,22.557717,Kolkata,WEST BENGAL,31.5,7.6,7.6,1854,0.09,2,4,0.34,yes,
1774,"TOPSIA CALCUTTA, WEST BENGAL",22.533661,88.390152,Kolkata,WEST BENGAL,29.5,7.8,7.8,1835,0.1,4,7,0.49,yes,
1775,"DHAPA CALCUTTA, WEST BENGAL",22.560235,88.442108,Kolkata,WEST BENGAL,28.5,7.9,7.9,1712,0.04,8,21,0.37,yes,
1776,"GARIA CALCUTTA, WEST BENGAL",22.462946,88.396754,Kolkata,WEST BENGAL,31.0,8.2,8.2,1174,0.04,4,9,0.61,no,
1777,"BEHALA CALCUTTA, WEST BENGAL",22.49814,88.310838,Kolkata,WEST BENGAL,27.5,7.8,7.8,872,0.1,,,0.41,yes,
1778,"DOMJUR HOWRAH, WEST BENGAL",22.62794,88.221773,Kolkata,WEST BENGAL,26.0,7.5,7.5,1092,0.11,3,6,0.79,yes,
1779,"DANKUNI (NEAR COAL COMPLEX), WEST BENGAL",22.68594,88.300612,Kolkata,WEST BENGAL,28.5,7.0,7.0,943,0.05,,,0.04,yes,
1813,"RISHRA, WEST BENGAL",22.724402,88.32879,Kolkata,WEST BENGAL,28.8,6.8,6.8,903,25.5,,,0.03,yes,
1931,COSSIPORE - NORTH KOLKATA,22.618679,88.377091,Kolkata,WEST BENGAL,27.5,7.2,7.2,2290,0.0,80,110,0.4,yes,
1932,CENTRAL KOLKATA,22.57247,88.358788,Kolkata,WEST BENGAL,27.5,7.8,7.8,981,0.04,2,4,0.42,yes,
1933,"NEAR GALVANISATION UNIT, HOWRAH",22.595769,88.263639,Kolkata,WEST BENGAL,26.5,7.4,7.4,1380,0.11,,,0.48,yes,
1934,CENTRAL HOWRAH-RESIDENTAIL AREA,22.595769,88.263639,Kolkata,WEST BENGAL,25.5,7.8,7.8,2315,0.1,2,15,0.53,yes,
1935,INSIDE KOLKATA LEATHER COMPLEX,22.537027,88.388158,Kolkata,WEST BENGAL,26.5,7.8,7.8,1440,0.11,8,20,0.37,yes,
1936,RESIDENTIAL AREA - SONARPUR,22.449089,88.391473,Kolkata,WEST BENGAL,28.5,8.3,8.3,1159,0.04,,,0.996,no,
1937,RAJARHAT - NEW TOWNSHIP,22.576524,88.479634,Kolkata,WEST BENGAL,28.5,7.5,7.5,1874,0.04,,,0.75,yes,
1938,BSIRHAT MUNICIPALITY,22.657402,88.867177,Kolkata,WEST BENGAL,29.5,8.2,8.2,2140,0.04,,1,0.03,no,
1939,BARRAKPORE MUNICIPALITY,22.767428,88.388346,Kolkata,WEST BENGAL,28.0,7.7,7.7,376,0.17,,,0.05,yes,
1940,NEAR THE PHOSPHATE COMPANY-RISHRA,22.724402,88.32879,Kolkata,WEST BENGAL,29.5,7.1,7.1,610,0.02,,,0.14,yes,
1941,"NEAR FLY ASH DUMPING SITE-KUNTIGHAT, BANDEL",22.927422,88.377346,Kolkata,WEST BENGAL,27.5,7.1,7.1,388,0.07,,,0.09,yes,
1942,NEAR EXIDE INDUSTRIES-HALDIA,22.066674,88.069812,Kolkata,WEST BENGAL,31.5,7.7,7.7,8600,0.07,,,0.26,yes,
1943,"INSIDE TATA METALIKS, KHARAGPUR",22.383359,87.283592,Kolkata,WEST BENGAL,29.25,7.6,7.6,631,0.13,,,0.09,yes,
1944,KHARAGPUR INDUSTRIAL AREA,22.383359,87.283592,Kolkata,WEST BENGAL,29.0,6.6,6.6,123,0.13,,,0.08,yes,
1945,ENGLISH BAZAR- MALDAH,25.010841,88.141097,Kolkata,WEST BENGAL,26.0,7.3,7.3,624,1.46,,,0.08,yes,
2510,GEOKHALI BUNGLOW MIDNAPUR-EAST,21.937288,87.776333,Kolkata,WEST BENGAL,28.0,8.3,8.3,1010,0.0,,,0.32,no,
2515,"SDO OFFICE, RANAGHAT",23.17405,88.563935,Kolkata,WEST BENGAL,28.0,7.3,7.3,617,0.07,,,0.06,yes,
2516,"SDO OFFICE, KRISHNANAGAR",22.453447,88.340934,Kolkata,WEST BENGAL,27.0,7.5,7.5,706,0.06,,2,0.04,yes,
2526,FULBARI BARRAGE,22.453447,88.340934,Kolkata,WEST BENGAL,24.5,6.5,6.5,170,0.16,640,960,0.06,yes,
2528,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,23.2392,87.8513,Kolkata,WEST BENGAL,27.3,6.6,6.6,523,0.89,,8,0.3,yes,
2529,GROUND WATER POINT NEAR BURDWAN STATION,23.2392,87.8513,Kolkata,WEST BENGAL,28.0,6.6,6.6,459,0.46,,,0.3,yes,
2530,HOT SPRING AT BAKRESHWAR,23.88148,87.370527,Kolkata,WEST BENGAL,65.0,9.3,9.3,571,0.68,,,14.0,no,
2533,SURI TOWN NEAR BUS STAND,22.5638,88.366257,Kolkata,WEST BENGAL,25.0,6.8,6.8,755,0.08,,23,0.31,yes,
2535,VISVA BHARATI,22.574444,88.36474,Kolkata,WEST BENGAL,32.5,7.0,7.0,469,0.8,,,0.46,yes,
2536,NALHATI RAILWAY STATION OF BIRBHUM,22.604166,88.436916,Kolkata,WEST BENGAL,27.5,6.9,6.9,1077,0.17,,,0.33,yes,
2537,BOLPUR NEAR RAILWAY STATION,22.490165,88.347437,Kolkata,WEST BENGAL,27.5,5.9,5.9,317,6.28,,,0.2,no,
2538,MOREGRAM CROSSING,23.988734,87.56971,Kolkata,WEST BENGAL,26.5,6.7,6.7,283,2.53,,,0.4,yes,
2540,SATI GHAT AT BANKURA TOWN,22.484966,88.312224,Kolkata,WEST BENGAL,26.3,7.5,7.5,1280,0.77,,,0.81,yes,
2542,DWARIKA AT BISHNUPUR TOWN,22.613839,88.493109,Kolkata,WEST BENGAL,27.3,6.9,6.9,620,0.17,,,0.4,yes,
2543,SDO OFFICE AT BISHNUPUR TOWN,22.613839,88.493109,Kolkata,WEST BENGAL,28.8,6.4,6.4,173,0.1,,,0.06,no,
2545,GROUND WATER POINT AT PURULIA RK MISSION,23.354814,86.394442,Kolkata,WEST BENGAL,28.0,7.0,7.0,1249,2.62,8,23,0.32,yes,
